OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACIL,RACK_CAPAC,DELINEATOR,FINISH_TYP,SURFACE_TY,INSTALL_DA,MOUNT_TYPE,COLOR,MANUFACTUR,MODEL_TYPE,CONDITION,ASSET_COND,CONDITION_,LATITUDE,LONGITUDE,Rack Location
519254,519254,16,12309,31,-32,BKR-1956,BKR,QUEEN ANNE AVE N 0150 BLOCK E SIDE (  31) 31 FT N/O W GALER ST,SGL,2,False,GALV,PCC,2007-08-13T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-27T00:00:00,47.6324,-122.3568,"{'latitude': '47.6324', 'longitude': '-122.3568', 'needs_recoding': False}"
519255,519255,16,12309,306,32,BKR-571,BKR,QUEEN ANNE AVE N 0150 BLOCK W SIDE ( 270) 161 FT S/O GARFIELD ST,SGL,2,False,GALV,PCC,2002-01-15T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-27T00:00:00,47.6331,-122.3571,"{'latitude': '47.6331', 'longitude': '-122.3571', 'needs_recoding': False}"
519256,519256,16,9538,249,-34,BKR-1105,BKR,CALIFORNIA AVE SW 0220 BLOCK W SIDE ( 219) 88 FT N/O SW COLLEGE ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-06T00:00:00,47.5833,-122.3866,"{'latitude': '47.5833', 'longitude': '-122.3866', 'needs_recoding': False}"
519257,519257,16,9538,310,-34,BKR-1107,BKR,CALIFORNIA AVE SW 0220 BLOCK W SIDE ( 280) 27 FT N/O SW COLLEGE ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-06T00:00:00,47.5832,-122.3866,"{'latitude': '47.5832', 'longitude': '-122.3866', 'needs_recoding': False}"
519258,519258,16,11591,269,-31,BKR-1467,BKR,MADISON ST 0100 BLOCK SE SIDE ( 246) 30 FT SW/O BOREN AVE,SGL,3,False,GALV,PCC,,STBS,NONE,OTHER,BKR-RIBON,GOOD,GOOD,,47.6092,-122.3253,"{'latitude': '47.6092', 'longitude': '-122.3253', 'needs_recoding': False}"
519259,519259,16,11595,66,31,BKR-1448,BKR,MADISON ST 0140 BLOCK NW SIDE (  51) 51 FT NE/O BOYLSTON AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,,47.6109,-122.3216,"{'latitude': '47.6109', 'longitude': '-122.3216', 'needs_recoding': False}"
519260,519260,16,6162,43,-17,BKR-2618,BKR,4TH AVE N 0220 BLOCK E SIDE (  30) 30 FT N/O BOSTON ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-14T00:00:00,47.6384,-122.3494,"{'latitude': '47.6384', 'longitude': '-122.3494', 'needs_recoding': False}"
519261,519261,16,10080,131,-17,BKR-436,BKR,DEXTER AVE N 0090 BLOCK E SIDE ( 118) 118 FT N/O ALOHA ST,SGL,2,False,GALV,PCC,2008-04-14T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6275,-122.3423,"{'latitude': '47.6275', 'longitude': '-122.3423', 'needs_recoding': False}"
519262,519262,16,8983,92,-27,BKR-2215,BKR,AURORA AVE N 1030 BLOCK E SIDE (  69) 69 FT N/O N 103RD N ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7039,-122.3446,"{'latitude': '47.7039', 'longitude': '-122.3446', 'needs_recoding': False}"
519263,519263,16,8983,181,27,BKR-2223,BKR,AURORA AVE N 1030 BLOCK W SIDE ( 158) 60 FT S/O N 104TH ST,SGL,2,False,GALV,ST,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7041,-122.3448,"{'latitude': '47.7041', 'longitude': '-122.3448', 'needs_recoding': False}"
519264,519264,16,8983,181,27,BKR-2231,BKR,AURORA AVE N 1030 BLOCK W SIDE ( 158) 60 FT S/O N 104TH ST,SGL,2,False,GALV,ST,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7041,-122.3448,"{'latitude': '47.7041', 'longitude': '-122.3448', 'needs_recoding': False}"
519265,519265,16,8983,182,-27,BKR-2299,BKR,AURORA AVE N 1030 BLOCK E SIDE ( 159) 59 FT S/O N 104TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7041,-122.3446,"{'latitude': '47.7041', 'longitude': '-122.3446', 'needs_recoding': False}"
519266,519266,16,8983,182,-27,BKR-2417,BKR,AURORA AVE N 1030 BLOCK E SIDE ( 159) 59 FT S/O N 104TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7041,-122.3446,"{'latitude': '47.7041', 'longitude': '-122.3446', 'needs_recoding': False}"
519267,519267,16,8983,92,-27,BKR-2478,BKR,AURORA AVE N 1030 BLOCK E SIDE (  69) 69 FT N/O N 103RD N ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-04T00:00:00,47.7039,-122.3446,"{'latitude': '47.7039', 'longitude': '-122.3446', 'needs_recoding': False}"
519268,519268,16,7231,207,-29,BKR-1025,BKR,5TH AVE 0110 BLOCK NE SIDE ( 187) 93 FT SE/O SENECA ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,,47.6078,-122.3328,"{'latitude': '47.6078', 'longitude': '-122.3328', 'needs_recoding': False}"
519269,519269,16,7231,249,-29,BKR-1963,BKR,5TH AVE 0110 BLOCK NE SIDE ( 229) 51 FT SE/O SENECA ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,,47.6079,-122.3329,"{'latitude': '47.6079', 'longitude': '-122.3329', 'needs_recoding': False}"
519270,519270,16,7235,57.5,26,BKR-1076,BKR,5TH AVE 0140 BLOCK SW SIDE (  36) 36 FT NW/O UNION ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,,47.6098,-122.3349,"{'latitude': '47.6098', 'longitude': '-122.3349', 'needs_recoding': False}"
519271,519271,16,7235,369,-27,BKR-1710,BKR,5TH AVE 0140 BLOCK NE SIDE ( 353) 47 FT SE/O PIKE ST,SGL,4,False,GALV,PCC,2004-12-29T00:00:00,SUFMT,NONE,BKR-CORA,BKR-W2704,GOOD,GOOD,,47.6106,-122.3354,"{'latitude': '47.6106', 'longitude': '-122.3354', 'needs_recoding': False}"
519272,519272,16,7235,240,-27,BKR-1886,BKR,5TH AVE 0140 BLOCK NE SIDE ( 224) 176 FT SE/O PIKE ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,,47.6103,-122.3351,"{'latitude': '47.6103', 'longitude': '-122.3351', 'needs_recoding': False}"
519273,519273,16,8795,93,17,BKR-1752,BKR,ALKI AVE SW 0260 BLOCK SE SIDE (  80) 80 FT SW/O MARINE AVE SW,SGL,2,False,GALV,PCC-PAD,2002-03-06T00:00:00,SUFMT,NONE,OTHER,BKR-RLTYP,GOOD,GOOD,2009-08-17T00:00:00,47.5803,-122.4073,"{'latitude': '47.5803', 'longitude': '-122.4073', 'needs_recoding': False}"
519274,519274,16,8795,148,17,BKR-2586,BKR,ALKI AVE SW 0260 BLOCK SE SIDE ( 135) 123 FT NE/O 59TH AVE SW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.5802,-122.4075,"{'latitude': '47.5802', 'longitude': '-122.4075', 'needs_recoding': False}"
519275,519275,16,15294,116,-27,BKR-2237,BKR,N 34TH ST 0170 BLOCK S SIDE (  93) 93 FT E/O DENSMORE AVE N,SGL,2,False,GALV,PCC,2009-08-01T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-30T00:00:00,47.648,-122.3371,"{'latitude': '47.648', 'longitude': '-122.3371', 'needs_recoding': False}"
519276,519276,16,15294,209,-27,BKR-2238,BKR,N 34TH ST 0170 BLOCK S SIDE ( 186) 62 FT W/O WALLINGFORD AVE N,SGL,2,False,GALV,PCC,2009-08-01T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-30T00:00:00,47.648,-122.3367,"{'latitude': '47.648', 'longitude': '-122.3367', 'needs_recoding': False}"
519277,519277,16,15298,50,28,BKR-2208,BKR,N 35TH ST 0010 BLOCK N SIDE (  34) 34 FT E/O 1ST AVE NW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-31T00:00:00,47.6522,-122.3574,"{'latitude': '47.6522', 'longitude': '-122.3574', 'needs_recoding': False}"
519278,519278,16,15298,756,28,BKR-2210,BKR,N 35TH ST 0010 BLOCK N SIDE ( 740) 46 FT W/O PHINNEY AVE N,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-31T00:00:00,47.6515,-122.3547,"{'latitude': '47.6515', 'longitude': '-122.3547', 'needs_recoding': False}"
519279,519279,16,15301,401,-28,BKR-1560,BKR,N 35TH ST 0070 BLOCK S SIDE ( 377) 204 FT W/O TROLL AVE N,SGL,8,False,GALV,PCC,,SUFMT,NONE,BKR-CORA,BKR-W4508,GOOD,GOOD,2009-07-29T00:00:00,47.6502,-122.3483,"{'latitude': '47.6502', 'longitude': '-122.3483', 'needs_recoding': False}"
519280,519280,16,15301,383,-28,BKR-1561,BKR,N 35TH ST 0070 BLOCK S SIDE ( 359) 222 FT W/O TROLL AVE N,SGL,8,False,GALV,PCC,,SUFMT,NONE,BKR-CORA,BKR-W4508,GOOD,GOOD,2009-07-29T00:00:00,47.6502,-122.3484,"{'latitude': '47.6502', 'longitude': '-122.3484', 'needs_recoding': False}"
519281,519281,16,15301,76,-28,BKR-707,BKR,N 35TH ST 0070 BLOCK S SIDE (  52) 52 FT E/O FREMONT AVE N,SGL,2,False,GALV,PCC,2008-03-17T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-29T00:00:00,47.6504,-122.3496,"{'latitude': '47.6504', 'longitude': '-122.3496', 'needs_recoding': False}"
519282,519282,16,15301,161,-28,BKR-708,BKR,N 35TH ST 0070 BLOCK S SIDE ( 137) 137 FT E/O FREMONT AVE N,SGL,2,False,GALV,PCC,2008-03-17T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-29T00:00:00,47.6504,-122.3492,"{'latitude': '47.6504', 'longitude': '-122.3492', 'needs_recoding': False}"
519283,519283,16,11165,207,-27,BKR-2659,BKR,LAKE CITY WAY NE 1100 BLOCK E SIDE ( 184) 184 FT N/O NE 110TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.709,-122.3011,"{'latitude': '47.709', 'longitude': '-122.3011', 'needs_recoding': False}"
519284,519284,16,11165,623,-27,BKR-2660,BKR,LAKE CITY WAY NE 1100 BLOCK E SIDE ( 600) 114 FT S/O NE NORTHGATE WAY,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.71,-122.3006,"{'latitude': '47.71', 'longitude': '-122.3006', 'needs_recoding': False}"
519285,519285,16,8811,53,17,BKR-366,BKR,ALOHA ST 0050 BLOCK N SIDE (  40) 40 FT E/O 5TH AVE N,SGL,2,False,GALV,PCC,2005-11-23T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6272,-122.3473,"{'latitude': '47.6272', 'longitude': '-122.3473', 'needs_recoding': False}"
519287,519287,16,13320,211,34,BKR-1903,BKR,VIRGINIA ST 0100 BLOCK NW SIDE ( 191) 18 FT SW/O FAIRVIEW AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-15T00:00:00,47.6175,-122.3344,"{'latitude': '47.6175', 'longitude': '-122.3344', 'needs_recoding': False}"
519288,519288,16,1195,395,31,BKR-1919,BKR,10TH AVE 0140 BLOCK W SIDE ( 372) 5 FT S/O E PIKE ST,SGL,2,False,GALV,PCC,2009-03-03T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-20T00:00:00,47.614,-122.3196,"{'latitude': '47.614', 'longitude': '-122.3196', 'needs_recoding': False}"
519289,519289,16,1195,362,-32,BKR-774,BKR,10TH AVE 0140 BLOCK E SIDE ( 343) 37 FT S/O E PIKE ST,SGL,2,False,GALV,PCC,2009-03-03T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-07-20T00:00:00,47.6139,-122.3193,"{'latitude': '47.6139', 'longitude': '-122.3193', 'needs_recoding': False}"
519290,519290,16,1204,212,-44,BKR-486,BKR,1ST AVE S 0170 BLOCK W SIDE ( 182) 182 FT S/O S MASSACHUSETTS ST,SGL,2,False,GALV,PCC,2009-03-23T00:00:00,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-23T00:00:00,47.5876,-122.3344,"{'latitude': '47.5876', 'longitude': '-122.3344', 'needs_recoding': False}"
519291,519291,16,18316,43,-17,BKR-2360,BKR,NW 43RD ST 0070 BLOCK N SIDE (  30) 30 FT W/O 7TH AVE NW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-31T00:00:00,47.659,-122.3652,"{'latitude': '47.659', 'longitude': '-122.3652', 'needs_recoding': False}"
519292,519292,16,5695,179,-17,BKR-2601,BKR,37TH AVE NE 0440 BLOCK E SIDE ( 166) 46 FT S/O NE 45TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.661,-122.2881,"{'latitude': '47.661', 'longitude': '-122.2881', 'needs_recoding': False}"
519293,519293,16,12212,116,29,BKR-1284,BKR,PINE ST 0008 BLOCK NW SIDE ( 116) 22 FT SW/O 1ST AVE,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,,47.6098,-122.3412,"{'latitude': '47.6098', 'longitude': '-122.3412', 'needs_recoding': False}"
519294,519294,16,10737,92,-17,BKR-2426,BKR,GREENWOOD AVE N 0710 BLOCK E SIDE (  79) 51 FT S/O N 72ND S ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-31T00:00:00,47.6806,-122.3552,"{'latitude': '47.6806', 'longitude': '-122.3552', 'needs_recoding': False}"
519295,519295,16,10178,65,27,BKR-2152,BKR,EASTLAKE AVE E 0250 BLOCK W SIDE (  42) 42 FT N/O E LOUISA ST,SGL,2,False,GALV,PCC,2009-08-01T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-27T00:00:00,47.6422,-122.326,"{'latitude': '47.6422', 'longitude': '-122.326', 'needs_recoding': False}"
519296,519296,16,10181,341,27,BKR-2154,BKR,EASTLAKE AVE E 0280 BLOCK NW SIDE ( 318) 318 FT NE/O E HAMLIN ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-27T00:00:00,47.6465,-122.3253,"{'latitude': '47.6465', 'longitude': '-122.3253', 'needs_recoding': False}"
519297,519297,16,10183,86,27,BKR-2153,BKR,EASTLAKE AVE E 0310 BLOCK NW SIDE (  63) 63 FT NE/O E ALLISON ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-27T00:00:00,47.649,-122.3234,"{'latitude': '47.649', 'longitude': '-122.3234', 'needs_recoding': False}"
519298,519298,16,11011,232,17,BKR-1661,BKR,INTERLAKE AVE N 0443 BLOCK W SIDE ( 219) 15 FT S/O N 45TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-07-28T00:00:00,47.6613,-122.3407,"{'latitude': '47.6613', 'longitude': '-122.3407', 'needs_recoding': False}"
519299,519299,16,8680,64,-27,BKR-2241,BKR,AIRPORT WAY S 0400 BLOCK W SIDE (  41) 41 FT S/O S ANDOVER ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-05T00:00:00,47.5679,-122.3228,"{'latitude': '47.5679', 'longitude': '-122.3228', 'needs_recoding': False}"
519300,519300,16,11469,501,-34,BKR-2124,BKR,LOYAL WAY NW 0835 BLOCK NE SIDE ( 471) 57 FT SE/O NW 85TH ST,SGL,2,False,GALV,BR,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-12T00:00:00,47.6904,-122.398,"{'latitude': '47.6904', 'longitude': '-122.398', 'needs_recoding': False}"
519301,519301,16,7358,63,-27,BKR-1375,BKR,5TH AVE S 0030 BLOCK W SIDE (  50) 50 FT S/O S MAIN ST,SGL,4,False,PAINT,PCC,,SUFMT,GRY,BKR-CORA,BKR-W2704,GOOD,GOOD,,47.5999,-122.3278,"{'latitude': '47.5999', 'longitude': '-122.3278', 'needs_recoding': False}"
519302,519302,16,7358,95,-27,BKR-1376,BKR,5TH AVE S 0030 BLOCK W SIDE (  82) 82 FT S/O S MAIN ST,SGL,4,False,PAINT,PCC,,SUFMT,GRY,BKR-CORA,BKR-W2704,GOOD,GOOD,,47.5998,-122.3278,"{'latitude': '47.5998', 'longitude': '-122.3278', 'needs_recoding': False}"
519303,519303,16,14898,228,17,BKR-154,BKR,E UNION ST 0200 BLOCK N SIDE ( 215) 79 FT W/O 21ST AVE,SGL,8,False,GALV,PCC,2006-06-15T00:00:00,SUFMT,NONE,BKR-CORA,BKR-W4508,GOOD,GOOD,2009-07-22T00:00:00,47.613,-122.3053,"{'latitude': '47.613', 'longitude': '-122.3053', 'needs_recoding': False}"
519304,519304,16,9545,373,-17,BKR-2259,BKR,CALIFORNIA AVE SW 0350 BLOCK W SIDE ( 360) 39 FT N/O SW SPOKANE ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-07T00:00:00,47.5722,-122.3868,"{'latitude': '47.5722', 'longitude': '-122.3868', 'needs_recoding': False}"
519305,519305,16,9545,13,-17,BKR-2316,BKR,CALIFORNIA AVE SW 0350 BLOCK W SIDE (   0) 0 FT S/O SW HINDS S ST,SGL,2,False,GALV,PCC,2009-08-04T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,GOOD,2009-08-07T00:00:00,47.5731,-122.3868,"{'latitude': '47.5731', 'longitude': '-122.3868', 'needs_recoding': False}"
519306,519306,16,9545,266,-17,BKR-318,BKR,CALIFORNIA AVE SW 0350 BLOCK W SIDE ( 253) 146 FT N/O SW SPOKANE ST,SGL,2,False,GALV,PCC,2004-02-17T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-07T00:00:00,47.5725,-122.3868,"{'latitude': '47.5725', 'longitude': '-122.3868', 'needs_recoding': False}"
519307,519307,16,9555,43,28,BKR-2727,BKR,CALIFORNIA AVE SW 0480 BLOCK E SIDE (  26) 26 FT S/O ERSKINE WAY SW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-10T00:00:00,47.5592,-122.3867,"{'latitude': '47.5592', 'longitude': '-122.3867', 'needs_recoding': False}"
519308,519308,16,9555,276,28,BKR-2728,BKR,CALIFORNIA AVE SW 0480 BLOCK E SIDE ( 259) 259 FT S/O ERSKINE WAY SW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-10T00:00:00,47.5586,-122.3867,"{'latitude': '47.5586', 'longitude': '-122.3867', 'needs_recoding': False}"
519309,519309,16,9555,424,28,BKR-2729,BKR,CALIFORNIA AVE SW 0480 BLOCK E SIDE ( 407) 234 FT N/O SW HUDSON ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-10T00:00:00,47.5582,-122.3868,"{'latitude': '47.5582', 'longitude': '-122.3868', 'needs_recoding': False}"
519310,519310,16,9555,43,28,BKR-2764,BKR,CALIFORNIA AVE SW 0480 BLOCK E SIDE (  26) 26 FT S/O ERSKINE WAY SW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-10T00:00:00,47.5592,-122.3867,"{'latitude': '47.5592', 'longitude': '-122.3867', 'needs_recoding': False}"
519311,519311,16,9555,276,28,BKR-2765,BKR,CALIFORNIA AVE SW 0480 BLOCK E SIDE ( 259) 259 FT S/O ERSKINE WAY SW,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-10T00:00:00,47.5586,-122.3867,"{'latitude': '47.5586', 'longitude': '-122.3867', 'needs_recoding': False}"
519312,519312,16,9555,424,28,BKR-2766,BKR,CALIFORNIA AVE SW 0480 BLOCK E SIDE ( 407) 234 FT N/O SW HUDSON ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-10T00:00:00,47.5582,-122.3868,"{'latitude': '47.5582', 'longitude': '-122.3868', 'needs_recoding': False}"
519313,519313,16,11520,63,-27,BKR-2193,BKR,M L KING JR WAY S 0300 BLOCK W SIDE (  40) 40 FT S/O RAINIER AVE S,SGL,2,False,GALV,PCC-PAD,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-05T00:00:00,47.5762,-122.2968,"{'latitude': '47.5762', 'longitude': '-122.2968', 'needs_recoding': False}"
519314,519314,16,11967,252,27,BKR-2853,BKR,NICKERSON ST 0005 BLOCK NE SIDE ( 229) 229 FT SE/O CREMONA ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-27T00:00:00,47.6492,-122.3563,"{'latitude': '47.6492', 'longitude': '-122.3563', 'needs_recoding': False}"
519315,519315,16,13221,283.5,34,BKR-1808,BKR,UNIVERSITY WAY NE 0430 BLOCK W SIDE ( 263) 215 FT S/O NE 45TH ST,SGL,2,False,PAINT,PCC,,STBS,GRN,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-24T00:00:00,47.6606,-122.3133,"{'latitude': '47.6606', 'longitude': '-122.3133', 'needs_recoding': False}"
519316,519316,16,13221,312,-34,BKR-1809,BKR,UNIVERSITY WAY NE 0430 BLOCK E SIDE ( 293) 185 FT S/O NE 45TH ST,SGL,2,False,PAINT,PCC,,SUFMT,GRN,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-24T00:00:00,47.6606,-122.313,"{'latitude': '47.6606', 'longitude': '-122.313', 'needs_recoding': False}"
519317,519317,16,13221,307.5,34,BKR-1810,BKR,UNIVERSITY WAY NE 0430 BLOCK W SIDE ( 287) 191 FT S/O NE 45TH ST,SGL,2,False,PAINT,PCC,,SUFMT,GRN,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-24T00:00:00,47.6606,-122.3133,"{'latitude': '47.6606', 'longitude': '-122.3133', 'needs_recoding': False}"
519318,519318,16,13221,435,-34,BKR-1823,BKR,UNIVERSITY WAY NE 0430 BLOCK E SIDE ( 416) 62 FT S/O NE 45TH ST,SGL,2,False,PAINT,PCC,,SUFMT,GRN,OTHER,BKR-RLTYP,GOOD,GOOD,2009-07-24T00:00:00,47.661,-122.313,"{'latitude': '47.661', 'longitude': '-122.313', 'needs_recoding': False}"
519319,519319,16,13227,40,34,BKR-185,BKR,UNIVERSITY WAY NE 0560 BLOCK W SIDE (  10) 10 FT N/O NE 56TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.6696,-122.3132,"{'latitude': '47.6696', 'longitude': '-122.3132', 'needs_recoding': False}"
519320,519320,16,13227,208,34,BKR-2610,BKR,UNIVERSITY WAY NE 0560 BLOCK W SIDE ( 178) 178 FT N/O NE 56TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.67,-122.3132,"{'latitude': '47.67', 'longitude': '-122.3132', 'needs_recoding': False}"
519321,519321,16,13227,345,34,BKR-2611,BKR,UNIVERSITY WAY NE 0560 BLOCK W SIDE ( 315) 188 FT S/O NE RAVENNA EB BV,SGL,6,False,GALV,PCC,,SUFMT,NONE,BKR-CORA,BKR-W2704,FAIR,FAIR,2009-08-17T00:00:00,47.6704,-122.3132,"{'latitude': '47.6704', 'longitude': '-122.3132', 'needs_recoding': False}"
519322,519322,16,13227,355,-34,BKR-2612,BKR,UNIVERSITY WAY NE 0560 BLOCK E SIDE ( 325) 178 FT S/O NE RAVENNA EB BV,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.6704,-122.3129,"{'latitude': '47.6704', 'longitude': '-122.3129', 'needs_recoding': False}"
519323,519323,16,13227,110,34,BKR-590,BKR,UNIVERSITY WAY NE 0560 BLOCK W SIDE (  80) 80 FT N/O NE 56TH ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-08-17T00:00:00,47.6697,-122.3132,"{'latitude': '47.6697', 'longitude': '-122.3132', 'needs_recoding': False}"
519324,519324,16,12295,332,32,BKR-1972,BKR,QUEEN ANNE AVE N 0020 BLOCK W SIDE ( 316) 78 FT S/O THOMAS ST,SGL,2,False,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-22T00:00:00,47.6207,-122.3569,"{'latitude': '47.6207', 'longitude': '-122.3569', 'needs_recoding': False}"
519326,519326,16,12296,82.5,28,BKR-413,BKR,QUEEN ANNE AVE N 0030 BLOCK W SIDE (  66) 66 FT N/O THOMAS ST,SGL,2,False,GALV,PCC,2007-12-04T00:00:00,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,GOOD,2009-07-22T00:00:00,47.6212,-122.3569,"{'latitude': '47.6212', 'longitude': '-122.3569', 'needs_recoding': False}"
